BIG TALL digis that may be hearing TOO MANY STATIONS   Dec 2004
---------------------------------------------------------------

This is a list of ALL known DIGI's in the world heard by FINDU.  
Use it to see if your digi may be having possible reliablity 
problems for local users because it is hearing too many stations 
in its area (its own claimed PHG range).

Since anything above about 60 to 100 users is nearly a 100% saturated 
channel (called your ALOHA range), digis with more users appear 
to just hear too much to be able to reliably support local users
especially the low power ones.

The biggest problem has been far too many dupes due to the legcy
use of the old RELAY and WIDE paths that do no dupe elimination
and cause multiple dupes for every packet.  By eliminating these
dupes, and limiting big-N hops, most digis can support their
local users by properly setting the Big-N limit.  If that is not
enough then the ultimate solution can be to convert its output
to UHF where locals can monitor everything the digi hears and
get double the channel capacity becuse the digi does not digipeat
back onto 144.39.

Another possiblity is to put a very high digi that covers the same
area as other lower ones, is to put its input on 144.99 (if available)
to give priority to low power trackers and locals only there.

Or if the PHG here is unrealistic for your digi, then
consider updating your PHGXXXX string to better match reality.

This list Sorted by HIGHEST NUMBER OF USERS:

But remember that these numbers are inflated by lots of factors
so the best thing to do is to call up your digi on map.findu.com
and select NEAREST to see what all is in range of that digi.

DIGI-CALL  PHG       RNG  STNS
KL1SF-3    PHG7888   141  24 
KA8ZNY-4   PHG8490   40   24 
PE1NAT-2   PHG5260   13   24 
SM6JOC-5   PHG5360   18   24 
K5VAS-2    PHG6550   39   23 
VK5RMB-1   PHG5440   23   23 
OK1OMX-2   PHG3630   34   23 
LA9WKA-1   PHG5330   15   23 
SEDRO      PHG5470   28   23 
IW9FOK-11  PHG3940   104  23 
WHTNY      PHG3660   41   23 
SV8DTL-11  PHG2890   80   23 
PACCTY     PHG5460   26   23 
VE6FAR-2   PHG3860   82   23 
K4PKT-3    PHG6430   24   23 
W5KS-5     PHG6460   29   22 
W3BW-15    PHG6330   17   22 
W4LAW-6    PHG5630   45   22 
KC5GOI-11  PHG5530   31   22 
N8IYX-10   PHG7460   31   22 
DB0LMM     PHG2230   7.1  22 
EA4BVF-3   PHG4760   67   22 
EC1L-3     PHG2730   40   22 
SAMTNM     PHG5830   89   22 
KC2KGQ-15  PHG5290   15   22 
KA9VNV-15  PHG6230   12   22 
WB2SNN-15  PHG2260   8.4  22 
F5KHI-4    PHG3730   49   22 
K4SHP-3    PHG5590   44   22 
N4TKT-3    PHG5530   31   21 
VE7PNR     PHG2930   80   21 
N0KOU-7    PHG7290   18   21 
PI1APK     PHG3330   12   21 
F6KLH-2    PHG2170   6.3  21 
W8MAI-15   PHG7360   22   21 
N0QVC-1    PHG5460   26   21 
N0INX-1    PHG6130   8.7  21 
MC5MVZ-2   PHG9230   15   21 
KC5NVZ-2   PHG9230   15   21 
KC5MPZ-2   PHG9230   15   21 
KC6MVZ-2   PHG9230   15   21 
KC5MVZ-2   PHG9230   15   21 
PY1AA-15   PHG5960   151  21 
KD4UPU-2   PHG7200   11   21 
KB5WIO-7   PHG4620   38   21 
N7VMR-10   PHG2790   56   20 
VE7RNA-15  PHG1800   33   20 
N7R0       PHG2790   56   20 
KA4BNI-8   PHG5450   25   20 
W4IZ-1     PHG6460   29   20 
KA4BNI-7   PHG5450   25   20 
VK7XRN-2   PHG5500   26   20 
BLKWTR     PHG6530   34   20 
W9DF-10    PHG5530   31   20 
VK7XRN-3   PHG5500   26   20 
F6KGQ-3    PHG4310   12   20 
IR1AH      PHG3330   12   20 
KG5QZD-2   PHG6490   34   20 
W9DF-12    PHG5530   31   20 
W9DF-14    PHG5530   31   20 
W9DF-15    PHG5530   31   20 
OZ6DIZ     PHG5380   21   20 
W9DF-13    PHG5530   31   20 
W9DUA      PHG5360   18   20 
W9DF-11    PHG5530   31   20 
WA7LFT-5   PHG3840   73   20 
KD5QZD-6   PHG6490   34   20 
W5RRR-7    PHG1470   12   20 
W5BRR-7    PHG1470   12   20 
OH2RDP     PHG7220   12   20 
KB0BWG-1   PHG5230   11   19 
AJO        PHG6868   117  19 
KB8VEE-6   PHG6460   29   19 
ABAJO      PHG6868   117  19 
AD4TZ-3    PHG5640   47   19 
DB0BHN     PHG2453   16   19 
F1EUC-14   PHG2360   11   19 
SK6BA-6    PHG7380   25   19 
K3FRS-7    PHG2110   4.5  19 
SV9FBM-11  PHG2698   40   19 
KC0NFA-1   PHG6590   49   19 
IR8CSB     PHG3750   55   19 
3FRS-7     PHG2110   4.5  19 
VK3FRS-7   PHG2110   4.5  19 
OE1KEB-2   PHG4110   6.3  19 
W4JBB-7    PHG7570   47   19 
BAXTER     PHG7830   106  19 
K8TQ       PHG5450   25   19 
MELROZ     PHG4530   28   19 
KD7AGA-5   PHG7830   106  19 
AB7HP-10   PHG3300   10   19 
N2IPH-12   PHG4460   23   19 
KC8LJC-10  PHG5450   25   18 
KC8LJC-9   PHG5450   25   18 
N8JCN-10   PHG8560   47   18 
WH6SJ-10   PHG2730   40   18 
OK1KYU-2   PHG1500   12   18 
IW6DLY-11  PHG2110   4.5  18 
KC8LJC-8   PHG5450   25   18 
F6KFO-3    PHG4310   12   18 
VE7RWT     PHG2830   56   18 
WESTFR     PHG5600   37   18 
DB0WRL     PHG3280   11   18 
N0KTA      PHG7370   23   18 
KD5QZD-2   PHG6490   34   18 
GATE       PHG3280   11   18 
ELPASO     PHG5760   75   18 
F6KED      PHG2640   30   18 
K8RDK      PHG5240   11   18 
W6PVG-3    PHG5380   21   18 
AI5TX-1    PHG9660   71   18 
DB0SHA     PHG2540   21   18 
IR5P       PHG3360   14   18 
N2EDE-3    PHG7460   31   18 
N9WMU-3    PHG6460   29   18 
W5KS-3     PHG6460   29   18 
N2LBT-2    PHG7360   22   18 
KD4MOJ-5   PHG6460   29   18 
VK3AYM-9   PHG2110   4.5  17 
KD4MOJ-7   PHG6460   29   17 
VE7KU-15   PHG2830   56   17 
N0NOP      PHG7470   33   17 
DB0QT      PHG2340   10   17 
KB8GVQ-11  PHG5460   26   17 
N7NLL-10   PHG7530   37   17 
ED1ZAB-7   PHG5650   50   17 
WD4INS-3   PHG5580   42   17 
KC0NFA-2   PHG5470   28   17 
KC4ZGQ-3   PHG5530   31   17 
KANAB      PHG7825   100  17 
JANAB      PHG7825   100  17 
W1LH-9     PHG6656   55   17 
CANAB      PHG7825   100  17 
0BJ-10     PHG5660   53   17 
KI0BJ-10   PHG5660   53   17 
K1IMD-14   PHG6400   20   16 
N3HPR-11   PHG7530   37   16 
GREEN      PHG2850   63   16 
N8USK-5    PHG5260   13   16 
VK3RAW-1   PHG5630   45   16 
PU1WAX-15  PHG6366   20   16 
W4NN-1     PHG5470   28   16 
W5CDM-1    PHG9550   47   16 
SR2DBZ     PHG3360   14   16 
W0MXW-1    PHG6460   29   16 
PY2HJ-15   PHG6460   29   16 
W0GKP-10   PHG7460   31   16 
N6CP-1     PHG4730   56   16 
KS4NS-3    PHG7460   31   16 
EA7HZU-2   PHG4690   56   16 
N7UWX-3    PHG7140   10   16 
LD3TBA     PHG3440   18   16 
KD4JWF-3   PHG5230   11   16 
EA7A-1     PHG2730   40   16 
W8STO      PHG5250   12   16 
KB8VEE     PHG9360   25   16 
K2JLB-1    PHG8238   14   16 
SP9UUC-2   PHG3390   17   16 
PE1DNN-2   PHG2110   4.5  16 
VK3APC-7   PHG2110   4.5  16 
WA4BWB-3   PHG4623   38   16 
SR3DGT-15  PHG2640   30   16 
PI5FPS     PHG3370   15   15 
W3ND-2     PHG5330   15   15 
KA0TMW-1   PHG7150   10   15 
VK3RPG-2   PHG5728   60   15 
N7XYR-1    PHG5934   127  15 
VE3UPS     PHG6700   58   15 
3RPG-2     PHG5728   60   15 
W2DOC-9    PHG7360   22   15 
KF6RAL-4   PHG5830   89   15 
VE2RHP-3   PHG5390   22   15 
W1SP-15    PHG9360   25   15 
KC8YXF     PHG5370   20   15 
KF4HFR     PHG6360   20   15 
IRONMT     PHG7838   106  15 
N0KSC-5    PHG7660   63   15 
HRONMT     PHG7838   106  15 
VE1MTT     PHG5460   26   15 
N0RGA-12   PHG7430   26   15 
HG1PNY-1   PHG2620   26   15 
N0ORU-1    PHG5590   44   15 
KD5QYV-11  PHG7330   18   15 
VY2TPH     PHG5460   26   15 
IR1BM      PHG3340   13   15 
W5AC-2     PHG5460   26   14 
N5TAM-2    PHG7480   35   14 
N8OBU-10   PHG6460   29   14 
CT0XFO     PHG3830   69   14 
LF2K       PHG3230   8.7  14 
K6JKC-3    PHG5810   80   14 
WD4INS-8   PHG6480   32   14 
KC4YOZ-10  PHG9430   30   14 
WD4INS-7   PHG6480   32   14 
KC5JZG-2   PHG5260   13   14 
DECATU     PHG5360   18   14 
VA3LDN     PHG5340   16   14 
KC9FIQ-7   PHG5530   31   14 
KD4MWD-7   PHG6350   19   14 
N0CBV-1    PHG7660   63   14 
KF4INN-10  PHG7360   22   14 
KY4KY      PHG7278   16   14 
KE6TIP-3   PHG4268   11   14 
N0EO       PHG5290   15   14 
AA0AW-10   PHG7460   31   14 
DB0LC      PHG2430   14   14 
W8AN       PHG5270   14   14 
KB0UJL-2   PHG8403   23   14 
SK6VA-6    PHG8560   47   14 
DO0TM      PHG2330   10   13 
KA6DAC     PHG3240   9.2  13 
W0SV-3     PHG7560   44   13 
SQ7FZR     PHG7397   26   13 
SM5LBR-2   PHG5430   22   13 
KC9FIQ-8   PHG5490   31   13 
W4GR       PHG5260   13   13 
N4BK-7     PHG5360   18   13 
TOLGAT     PHG5630   45   13 
OZ4DIZ     PHG4460   23   13 
SR8DSO     PHG3640   36   13 
W4NQ-7     PHG3630   34   13 
F5SNV-3    PHG4700   47   13 
VA3SSF     PHG4530   28   13 
F5KTJ-3    PHG2110   4.5  13 
W8XF-5     PHG6460   29   13 
K8TIH      PHG4360   16   13 
KB2TSV-15  PHG3420   16   13 
PI1APB     PHG3310   11   13 
LD9SJ      PHG3760   58   13 
N8WKM-11   PHG7380   25   13 
CHNTLR     PHG3530   24   13 
N4QEA-2    PHG5630   45   13 
SK3GK-3    PHG5580   42   12 
PU2YEK-15  PHG6460   29   12 
KC5SII-1   PHG6460   29   12 
IR0AAO     PHG3830   69   12 
VE1TRO     PHG5460   26   12 
KA3POX     PHG3238   8.7  12 
W5HTK-3    PHG6460   29   12 
PI1APR     PHG3280   11   12 
GRND       PHG5830   89   12 
DB0LWL-1   PHG3630   34   12 
KF4PDX-7   PHG7460   31   12 
N0QBH-10   PHG6465   29   12 
DB0RTG-2   PHG2110   4.5  12 
W1LH-10    PHG5630   45   12 
EA2AAA-14  PHG2110   4.5  12 
IR5X       PHG2330   10   12 
N0OTM-15   PHG2340   10   12 
W8EUP-15   PHG5560   37   12 
WA7LFT-6   PHG2760   47   12 
K6EEF-10   PHG5456   25   12 
ANGFIR     PHG4730   56   12 
K0ND-10    PHG7670   67   12 
W4NAS-1    PHG5370   20   12 
KG6VYD-1   PHG2130   5    12 
KJ7AZ-5    PHG2660   33   11 
VE7KNP     PHG2930   80   11 
LD9BA      PHG3760   58   11 
COWMTN     PHG7730   75   11 
KF4DXY-3   PHG6330   17   11 
CAPTAH     PHG2830   56   11 
CAPTAN     PHG2830   56   11 
RRSKI      PHG4730   56   11 
IR1AU-11   PHG3355   13   11 
DB0REC     PHG4110   6.3  11 
STLWTQ     PHG3500   20   11 
STLWTR     PHG3500   20   11 
N3EOY-11   PHG7495   37   11 
N9ZWY-10   PHG7530   37   11 
KA0GFC-2   PHG8130   10   11 
W6PKT-10   PHG5720   60   11 
VK3RBU-1   PHG5530   31   11 
F5ZMC      PHG3610   31   11 
LU8YY-7    PHG2110   4.5  11 
N3NIA-2    PHG8570   50   11 
VE5RHF     PHG4460   23   11 
N3NIA-1    PHG8570   50   11 
MOSCOW     PHG3730   49   11 
LU5YBR-11  PHG2110   4.5  11 
KD4HTW-9   PHG6460   29   11 
MRICA      PHG5730   63   11 
VK3ZV-1    PHG5630   45   11 
KJ7AZ-8    PHG3650   39   11 
TWFID      PHG5630   45   11 
3ZV-1      PHG5630   45   11 
VK7HSE     PHG5090   7.9  11 
W9MBD-14   PHG7390   26   11 
W9MBD      PHG7390   26   11 
KB8VEE-4   PHG7430   26   11 
KF4QZN-1   PHG8490   40   11 
DB0HAT     PHG3280   11   11 
WX3SMD-13  PHG2258   8    11 
W9MBD-15   PHG7390   26   11 
WA5ETK-7   PHG7560   44   11 
KJ7AZ-6    PHG6570   43   11 
RGR-1      PHG5616   40   10 
VA2ZGB-3   PHG5830   89   10 
KG5KS-2    PHG5633   45   10 
W5ENL      PHG5633   45   10 
K3NAL-1    PHG3330   12   10 
WA4USN-9   PHG5460   26   10 
KB8VEE-3   PHG7430   26   10 
VE6AA      PHG3330   12   10 
ON4LTL-2   PHG9160   12   10 
NN4ER-10   PHG5460   26   10 
N0BKB-1    PHG5470   28   10 
W7VNJ-5    PHG6730   69   10 
COALMT     PHG3730   49   10 
VK3RGR-1   PHG5616   40   10 
OK2ULQ-2   PHG2730   40   10 
K7FED-15   PHG7100   7.9  10 
WA0VFY-2   PHG7460   31   10 
W5YD-3     PHG7370   23   10 
F5KGR      PHG3230   8.7  10 
W4DFU-10   PHG5490   31   10 
BOAT       PHG5660   53   10 
F4THN-3    PHG2110   4.5  10 
WIDE7      PHG2730   40   10 
BOAT-15    PHG5660   53   10 
F1GRX-4    PHG5560   37   10 
AB5CC-4    PHG4580   37   10 
IR8SAX-11  PHG3460   20   10 
PA2HBL-1   PHG7230   13   10 
F5SMW      PHG5560   37   10 
BENRDG     PHG7730   75   10 
I5ZSS-11   PHG2330   10   10 
PE2ETE-2   PHG3260   10   10 
VE4BRC-3   PHG5360   18   10 
VK3RGI-1   PHG5612   40   10 
KC5EZZ-3   PHG7440   28   10 
W7DXJ-1    PHG7320   17   10 
HG8PKU-2   PHG3530   24   10 
WD5CWZ-2   PHG6530   34   10 
KB5NMB-7   PHG6430   24   10 
EA1RKS-3   PHG5160   9.4  10 
VE3PGC     PHG4567   33   9 
VA2RCH-3   PHG5690   63   9 
W2GWY-2    PHG5400   18   9 
IR0BD      PHG4760   67   9 
AI6MD-3    PHG7160   11   9 
K8RAG-10   PHG8460   33   9 
CS6ARC-4   PHG1230   5    9 
CT0XOD-3   PHG2110   4.5  9 
J48VAI     PHG3740   52   9 
WP4MXB-2   PHG5160   9.4  9 
KB5NMB-9   PHG7420   25   9 
N5SOR-1    PHG7460   31   9 
N8RAY-10   PHG5450   25   9 
W8GK-5     PHG6460   29   9 
TAOSKI     PHG4730   56   9 
K8UI-1     PHG4460   23   9 
AA5ED-5    PHG5670   56   9 
IR0AAI     PHG4760   67   9 
OK1TEB-2   PHG2200   6    9 
K7RNS-10   PHG5670   56   9 
VA3RVD-10  PHG6460   29   9 
PY2BRF-15  PHG7490   37   9 
DB0HGW     PHG3530   24   9 
KE0VN-2    PHG5340   16   9 
OH3RBE-2   PHG5630   45   9 
W5ENJ      PHG5633   45   9 
HARRIS     PHG7740   79   9 
NM4V-5     PHG3490   24   9 
EA4CGY-3   PHG5280   15   9 
K7ZGN-7    PHG5334   15   9 
IW1PPB-11  PHG7260   15   9 
EA3CWQ-15  PHG3340   13   9 
W0MI-2     PHG5560   37   9 
K0FJ-2     PHG6430   24   9 
J43VAB     PHG2100   4.2  9 
SK2VY-3    PHG9730   85   9 
N8RGC      PHG8368   23   9 
TUCARI     PHG6630   49   9 
W8SAI-10   PHG5593   44   9 
IR5UAB     PHG2630   28   9 
NU0C-1     PHG6050   6.9  9 
LX0APS-2   PHG2240   7.5  8 
HG8PXL-1   PHG2450   16   8 
HG8PXL-10  PHG2450   16   8 
KD4AXP-3   PHG4350   16   8 
KB9YEP-8   PHG5290   15   8 
WR7HLN-10  PHG4650   45   8 
AB0XM-10   PHG8440   30   8 
K7YD-10    PHG2790   56   8 
144800     PHG2050   4    8 
WB8NLS     PHG4130   7.1  8 
VK3REB-1   PHG5600   37   8 
VE6WRT     PHG2810   50   8 
DEZA       PHG7640   56   8 
KB9YEP-10  PHG5290   15   8 
OH2RDY     PHG5536   31   8 
REB-1      PHG5600   37   8 
KC4FIE-4   PHG6430   24   8 
ON0ONZ     PHG2110   4.5  8 
HG3PMF-1   PHG3230   8.7  8 
KD4ZB-3    PHG4623   38   8 
N6NHJ-5    PHG3230   8.7  8 
F4CEP-15   PHG2200   6    8 
KN0BY      PHG2360   11   8 
EB1CKW-3   PHG4250   11   8 
SK6GX-6    PHG5530   31   8 
VE7YNP     PHG2930   80   8 
KG4LVA-1   PHG2570   25   8 
F6KOR-3    PHG2110   4.5  8 
N9JCA-1    PHG2110   4.5  8 
SP2UV-15   PHG4420   19   8 
F6FKQ-4    PHG4380   19   8 
LX0APS     PHG2240   7.5  8 
KE6AFE-3   PHG5110   7.1  8 
K1UC-3     PHG3530   24   8 
W5MAY-2    PHG6440   26   8 
LD6KNA     PHG4260   11   8 
TRACE7-6   PHG3230   8.7  8 
WB0WTI-10  PHG6460   29   8 
W5MAY-1    PHG6440   26   8 
W4OKW-1    PHG2330   10   8 
GALLUP     PHG4730   56   8 
K0ND-5     PHG5680   60   8 
W4IAX-7    PHG7430   26   8 
K4FDS-5    PHG5160   9.4  8 
VE7RPI-10  PHG5860   106  8 
EURKA      PHG9800   101  7 
W8MAP-3    PHG4360   16   7 
PORTER     PHG4730   56   7 
IW6ORM-11  PHG3530   24   7 
WX0GLD-10  PHG6430   24   7 
W8MAP-4    PHG4360   16   7 
F5KIS-12   PHG2240   7.5  7 
N0TZH-10   PHG7461   31   7 
KG4KZZ-3   PHG5060   6.7  7 
VE4UB-3    PHG6220   11   7 
WX0U-1     PHG7560   44   7 
JACKPK     PHG5730   63   7 
VA2LEC-3   PHG5690   63   7 
FTSUMN     PHG5550   35   7 
N5IN-2     PHG7460   31   7 
F7ZEV-1    PHG3460   20   7 
N7ZEV-1    PHG3460   20   7 
WX5II-1    PHG6360   20   7 
S55YBO-2   PHG3460   20   7 
N3ZEV-1    PHG3460   20   7 
PI1YSM-2   PHG2110   4.5  7 
OK1TEB-12  PHG2110   4.5  7 
MB7UT      PHG2040   3.8  7 
K9APR-4    PHG2360   11   7 
KC2HGK     PHG5471   28   7 
WB4HFR-10  PHG7230   13   7 
K7LHR      PHG7260   15   7 
N5ZLU-3    PHG5560   37   7 
KB5WBH-8   PHG3430   17   7 
KB5WBH-9   PHG3430   17   7 
VE9GFI-2   PHG4590   40   7 
WIDE7-3    PHG3430   17   7 
KB5WBH-6   PHG3430   17   7 
KD4NUD-10  PHG9260   17   7 
VE7RSJ     PHG5660   53   7 
KB5WBH-7   PHG3430   17   7 
K8UI-7     PHG6330   17   7 
EA4E-3     PHG5350   17   7 
SV3BEF-10  PHG3360   14   7 
KB5WBH-5   PHG3430   17   7 
F6BXM-4    PHG5640   47   7 
NK8X-10    PHG5310   14   7 
N5LEZ-5    PHG6460   29   7 
VE3FCG     PHG2340   10   7 
VE1AEH     PHG5366   18   7 
KK5NV-1    PHG7360   22   7 
KK5MV-1    PHG7360   22   7 
KF4ERV-10  PHG5130   7.9  7 
KB0JBF-1   PHG6130   8.7  7 
DVPORT     PHG7730   75   6 
KD4BNQ-3   PHG7260   15   6 
SK6FV-1    PHG3530   24   6 
KC0MGG-3   PHG7260   15   6 
KC0IRJ-3   PHG5320   15   6 
W0PMW-1    PHG7370   23   6 
N5IAT-3    PHG5440   23   6 
N5IAT8-3   PHG5440   23   6 
F1TML-4    PHG4310   12   6 
K0SUN-13   PHG7560   44   6 
AA7-10     PHG5660   53   6 
K0BSJ-3    PHG4380   19   6 
AA7GK-10   PHG5660   53   6 
SR1DCZ     PHG3460   20   6 
VA3OPS     PHG4430   20   6 
IW5BQS-11  PHG2330   10   6 
F1ZSH-3    PHG5360   18   6 
N5HU-15    PHG7330   18   6 
N5HU       PHG7330   18   6 
SR2DDU     PHG3460   20   6 
SZ1GRC-11  PHG3740   52   6 
KD7OCG-3   PHG9490   42   6 
F1LLD-3    PHG4460   23   6 
VA7DJS-2   PHG3100   5.2  6 
W5EEY-11   PHG6340   18   6 
K5BWD-10   PHG5460   26   6 
N8EMZ-3    PHG7430   26   6 
F5ZOH-3    PHG2530   20   6 
KF4I-10    PHG5330   15   6 
K0SUN-14   PHG5460   26   6 
SP3QDM-2   PHG7370   23   6 
SV8BUS-11  PHG2110   4.5  6 
K5ZRO      PHG4570   35   6 
N8PSB-2    PHG5470   28   6 
N5IAT-1    PHG5440   23   6 
EA5RKE-15  PHG3340   13   6 
VE3ZRD     PHG3220   8.2  6 
ON0RCL-2   PHG2200   6    6 
IR6MOR     PHG5260   13   6 
N5IAT-2    PHG5440   23   6 
K0QH-15    PHG3400   14   6 
LD7XR      PHG4600   33   6 
F5KEI      PHG7530   37   6 
KA1EKS-6   PHG2660   33   6 
DB0DBU-2   PHG3200   7.3  6 
IW0UMP-11  PHG5550   35   6 
N7UW       PHG2460   16   6 
W5LCE-3    PHG9240   16   6 
VE3BAY     PHG6460   29   6 
KF4QZN-2   PHG9460   35   6 
HELIO      PHG4730   56   6 
KA9RZL     PHG7060   7.9  6 
VE1AAQ     PHG5460   26   5 
KE4KWE-7   PHG5460   26   5 
N0ID       PHG5461   26   5 
VE7DIE-14  PHG1000   2.1  5 
DB0LAB     PHG2300   8.5  5 
KU4WW-12   PHG7240   14   5 
VA3HAL     PHG5650   50   5 
N4PJX-3    PHG6264   14   5 
W8TVI-10   PHG6230   12   5 
N0VLR-2    PHG3280   11   5 
EB8BBJ-1   PHG3090   6.1  5 
IR1BP      PHG3220   8.2  5 
N1SAX      PHG7130   9.4  5 
W9INX-7    PHG5280   15   5 
SR2DTU     PHG2440   15   5 
KC5QPP-15  PHG4530   28   5 
CT0XPE-3   PHG2050   4    5 
EA7BHR-3   PHG3330   12   5 
EA4F-3     PHG5130   7.9  5 
W3GXT-3    PHG3130   6.2  5 
KC9CJJ-3   PHG7270   16   5 
N0NFD-7    PHG4360   16   5 
W1NLC-15   PHG5220   10   5 
I3RSP-11   PHG2060   4.2  5 
VK3SSS-1   PHG4130   7.1  5 
F6KUM-2    PHG4530   28   5 
S59DXX-2   PHG3030   4.4  5 
ROSWEL     PHG4430   20   5 
ON0DAS-2   PHG2110   4.5  5 
CT1LAS-3   PHG2110   4.5  5 
KC5EVE-11  PHG9550   47   5 
N7VMR-11   PHG2760   47   5 
CS1RLA     PHG3330   12   5 
K4IFR-4    PHG7348   19   5 
W0GS-1     PHG6350   19   5 
DG9SR-1    PHG2110   4.5  5 
AD4BL-7    PHG7670   67   5 
DB0EMU     PHG2110   4.5  5 
SL5ZO      PHG3240   9.2  5 
N8WBR-10   PHG7330   18   5 
VE5ADR-4   PHG5850   100  5 
VK3WRM-1   PHG5493   31   5 
DB0YQ      PHG3604   29   5 
CLEELM     PHG2560   23   5 
KB5VE-7    PHG4460   23   5 
LEWIS      PHG7800   89   5 
PE1OEZ-2   PHG3230   8.7  5 
N0MFD-7    PHG4360   16   5 
DB0ZUS     PHG3390   17   5 
FLO        PHG2640   30   5 
P43ARC     PHG9660   71   5 
KB0JBF-4   PHG6370   21   5 
SL1ZXK-3   PHG7100   7.9  4 
PE1MQP-2   PHG3170   7.8  4 
EA4G-3     PHG4140   7.5  4 
DB0OI      PHG3200   7.3  4 
RATON      PHG5530   31   4 
N3NXC-2    PHG5530   31   4 
VE1QRZ     PHG5530   31   4 
F1SPK-4    PHG5150   8.9  4 
VE4SMA-3   PHG5530   31   4 
N4YMH      PHG6150   9.8  4 
N5HR       PHG6150   9.8  4 
K0HAM-1    PHG6460   29   4 
ZZ2SHV-15  PHG6460   29   4 
KF6CLH-3   PHG3560   29   4 
PA3FNT-2   PHG3260   10   4 
ED5ZAA-3   PHG3260   10   4 
EA7BTQ-5   PHG5060   6.7  4 
DB0KUN     PHG2250   8    4 
SK3GA-9    PHG1730   28   4 
SK3BG-2    PHG1730   28   4 
PI1CDR-2   PHG3130   6.2  4 
SL3ZXH     PHG1730   28   4 
K5DRT-1    PHG7630   53   4 
VE2BNE-3   PHG5460   26   4 
VE7MST     PHG2830   56   4 
SL1ZXK-2   PHG4100   6    4 
LD9HA      PHG3760   58   4 
N1ME-3     PHG6000   5.2  4 
F6KFI-4    PHG4470   25   4 
W0HL-10    PHG7380   25   4 
KA4CNI-9   PHG5450   25   4 
BEARES-1   PHG2120   4.7  4 
GALPK      PHG4630   40   4 
GUTHRE     PHG4630   40   4 
LTLFLO     PHG4630   40   4 
LFLO       PHG4630   40   4 
WHTCRT     PHG5730   63   4 
VK3RPA-7   PHG2110   4.5  4 
ON4LRG-2   PHG2110   4.5  4 
F5KCS-2    PHG2110   4.5  4 
W0MI-3     PHG5560   37   4 
F6KVD-2    PHG4310   12   4 
WA0RTU-1   PHG6230   12   4 
KJ7AZ-9    PHG5770   80   4 
LD2GD-2    PHG3435   17   4 
F1BIV-2    PHG5350   17   4 
VA3KMS     PHG6330   17   4 
W0BOB-3    PHG5260   13   4 
CAVE       PHG9800   101  4 
IDAFLS     PHG2300   8.5  4 
5GB-2      PHG4357   16   4 
W5GB-2     PHG4357   16   4 
LD2RI-2    PHG3000   3.7  4 
AD4TZ      PHG4340   15   4 
W9KXQ-15   PHG5330   15   4 
WD0HWT-10  PHG5310   14   4 
KK4CKR-1   PHG3360   14   4 
KG4CKR-2   PHG3360   14   4 
KG4CKR-1   PHG3360   14   4 
J6TVI-1    PHG4330   14   4 
K6TVI-1    PHG4330   14   4 
KA4BNI-9   PHG5450   25   4 
SV1RD-11   PHG3460   20   3 
KD5AIA-7   PHG4100   6    3 
VK3RMG-1   PHG5630   45   3 
F4AYI-4    PHG4170   8.9  3 
DB0KIL     PHG2250   8    3 
EA3EH-15   PHG3340   13   3 
KB9RND-10  PHG5200   9.5  3 
WA0FYA     PHG4360   16   3 
W6JRR-1    PHG3020   4.1  3 
EC1H-12    PHG2350   11   3 
HG5ANW-2   PHG4260   11   3 
DB0HHO     PHG3240   9.2  3 
VK2RO-1    PHG5460   26   3 
OE7XLR-12  PHG2250   8    3 
N4EVA-13   PHG6470   31   3 
N0WW-10    PHG7460   31   3 
KD9FC-10   PHG7460   31   3 
DB0XHI     PHG3228   8.2  3 
K4MSU-2    PHG5400   18   3 
KC2WA      PHG2350   11   3 
K4CCC-10   PHG7330   18   3 
ZL3AI-1    PHG2194   7.1  3 
K4MSU-3    PHG5400   18   3 
OE7XLR-11  PHG2250   8    3 
N5DFQ-2    PHG4560   33   3 
F6BGR-15   PHG2200   6    3 
F8KBL-10   PHG2110   4.5  3 
VE1ARC     PHG5230   11   3 
N0DAJ-3    PHG2150   5.6  3 
VE3WWD     PHG8430   28   3 
F5ZNM-4    PHG4470   25   3 
DL1RSR-2   PHG2110   4.5  3 
F5NPL-2    PHG4310   12   3 
ROSBRG     PHG2630   28   3 
EA7LX-3    PHG5380   21   3 
LX2MT-3    PHG2110   4.5  3 
PA3GFB-2   PHG2110   4.5  3 
F5KIS-11   PHG2240   7.5  3 
F4AII-4    PHG4140   7.5  3 
WY7LL-6    PHG5430   22   3 
TOULON     PHG7600   44   3 
K5LLL-13   PHG5350   17   3 
VE2RAK-3   PHG5360   18   3 
VE2RNE-3   PHG5200   9.5  3 
WA7RAT-12  PHG6340   18   3 
AC6ET-3    PHG5240   11   3 
KC5ZDV-1   PHG7130   9.4  3 
KD4QIA-2   PHG7430   26   3 
KF4BJM     PHG7490   37   3 
VK3RLE-1   PHG5620   42   3 
WV9W-9     PHG7260   15   3 
WV9W-10    PHG7260   15   3 
K0HAM-6    PHG5460   26   3 
N3XBO-4    PHG5260   13   3 
F5RZU-2    PHG6165   10   3 
HG3PSS     PHG2330   10   3 
ON4MAX-2   PHG3260   10   3 
KF4D-10    PHG9350   23   3 
K9HGX-7    PHG5460   26   3 
LX0APL-3   PHG1120   3.4  3 
EA5RCY-14  PHG3340   13   3 
LX0APL     PHG1120   3.4  3 
OH3RUX     PHG9500   35   3 
KC2WA-15   PHG2350   11   3 
