BIG TALL digis that may be hearing TOO MANY STATIONS  Dec 2004
--------------------------------------------------------------

This is a list of ALL known DIGI's in the world heard by
FINDU.  Use it to see if your digi may be having severe
reliablity problems for local users because it is hearing
too many stations in its area (its own claimed PHG range).

Since anything above about 60 users average is a 100% saturated 
channel (called your ALOHA range), digis with more users appear 
to just hear too much to be able to reliably support local users.

It might be better to let the smaller lower digis closer
to the users be the first hop and for these big digis to
digipeate all that they hear over onto a UHF channel only
so that they dont digipeat back on the national channel
where they will cut the channel throughput by 50%!

Or if the PHG here is unrealistic for your digi, then
consider updating your PHGXXXX string to better match reality.

Sorted by largest PHG RANGE:

DIGI-CALL  PHG       RNG  STNS
DB0LWL-1   PHG3630   34   12 
WD5CWZ-2   PHG6530   34   10 
K8RAG-10   PHG8460   33   9 
VE3PGC     PHG4567   33   9 
EDMOND     PHG8460   33   82 
N4NEQ-2    PHG8460   33   76 
KA1EKS-6   PHG2660   33   6 
LD7XR      PHG4600   33   6 
WA7TAI-10  PHG4560   33   59 
W3CE-3     PHG7474   33   40 
AA9MM-10   PHG8460   33   30 
AA9MM-9    PHG8460   33   30 
N5DFQ-2    PHG4560   33   3 
WX2NJ-13   PHG7470   33   28 
VK7HIL-1   PHG5540   33   26 
LD4EG-2    PHG2700   33   25 
LD4EG-7    PHG2700   33   25 
VE7RNA-15  PHG1800   33   20 
N0NOP      PHG7470   33   17 
KJ7AZ-5    PHG2660   33   11 
W4AQL      PHG7470   33   101 
BULLMT     PHG2667   33   101 
K8UI-5     PHG6520   32   64 
VK4GME-3   PHG6520   32   29 
WD4INS-8   PHG6480   32   14 
WD4INS-7   PHG6480   32   14 
N5SOR-1    PHG7460   31   9 
K0SUN-15   PHG5494   31   84 
OH2RDY     PHG5536   31   8 
SK6GX-6    PHG5530   31   8 
K0SUN-10   PHG5494   31   70 
N0TZH-10   PHG7461   31   7 
N5IN-2     PHG7460   31   7 
K4LKL-10   PHG7460   31   65 
KB9YVI-9   PHG5490   31   58 
KB9YVI-10  PHG5490   31   58 
KB9YVI-8   PHG5490   31   58 
WB9TLH-10  PHG5490   31   54 
WB9TLH-9   PHG5490   31   54 
VK3WRM-1   PHG5493   31   5 
SNJUAN     PHG6470   31   45 
WA5LNL-7   PHG7460   31   41 
RATON      PHG5530   31   4 
N3NXC-2    PHG5530   31   4 
VE1QRZ     PHG5530   31   4 
VE4SMA-3   PHG5530   31   4 
W9AIU-8    PHG7460   31   37 
IR0AAN     PHG9440   31   36 
VE2RLJ-3   PHG5530   31   34 
W1KFR-1    PHG5490   31   34 
SP5MG-15   PHG5490   31   32 
N4EVA-13   PHG6470   31   3 
N0WW-10    PHG7460   31   3 
KD9FC-10   PHG7460   31   3 
VA3ROG     PHG5530   31   29 
AB5WF-15   PHG7460   31   28 
AB5WF      PHG7460   31   28 
AB5WF-14   PHG7460   31   28 
KB9QJM-9   PHG6470   31   26 
VK7XRN-1   PHG7500   31   26 
KB9QJM-10  PHG6470   31   26 
KB9QJM-8   PHG6470   31   26 
N4BAM-3    PHG7460   31   25 
VE3LSR     PHG5530   31   25 
KC5GOI-11  PHG5530   31   22 
N8IYX-10   PHG7460   31   22 
N4TKT-3    PHG5530   31   21 
W9DF-10    PHG5530   31   20 
W9DF-12    PHG5530   31   20 
W9DF-14    PHG5530   31   20 
W9DF-15    PHG5530   31   20 
W9DF-13    PHG5530   31   20 
W9DF-11    PHG5530   31   20 
KC0KSH-10  PHG7460   31   2 
EVNBRG     PHG5530   31   2 
N0BZZ-10   PHG7460   31   2 
N2EDE-3    PHG7460   31   18 
KC4ZGQ-3   PHG5530   31   17 
W0GKP-10   PHG7460   31   16 
KS4NS-3    PHG7460   31   16 
W5NGU-3    PHG5530   31   159 
KC9FIQ-7   PHG5530   31   14 
AA0AW-10   PHG7460   31   14 
W5MRC-15   PHG5530   31   137 
KC9FIQ-8   PHG5490   31   13 
N4DAV-10   PHG7460   31   124 
KF4PDX-7   PHG7460   31   12 
WA2JNF-15  PHG5530   31   119 
W4HSO-11   PHG7460   31   113 
VK3RBU-1   PHG5530   31   11 
F5ZMC      PHG3610   31   11 
W4DFU-10   PHG5490   31   10 
WA0VFY-2   PHG7460   31   10 
WY7LL-5    PHG5530   31   1 
AB0XM-10   PHG8440   30   8 
FLO        PHG2640   30   5 
KC6ETE-3   PHG5480   30   37 
N3KTX-3    PHG5480   30   33 
N4EVA-12   PHG5480   30   2 
F6KED      PHG2640   30   18 
SR3DGT-15  PHG2640   30   16 
KC4YOZ-10  PHG9430   30   14 
LU5AGQ-4   PHG5480   30   133 
VA3RVD-10  PHG6460   29   9 
W8GK-5     PHG6460   29   9 
K3JF-15    PHG6460   29   88 
PA3BNX-2   PHG7450   29   83 
WB0WTI-10  PHG6460   29   8 
N5LEZ-5    PHG6460   29   7 
VE3BAY     PHG6460   29   6 
VE7SFU-10  PHG3600   29   59 
PI1EHV-2   PHG6500   29   52 
DB0YQ      PHG3604   29   5 
K9APR-3    PHG6460   29   49 
WA4ZBM-5   PHG6460   29   45 
K0HAM-1    PHG6460   29   4 
ZZ2SHV-15  PHG6460   29   4 
KF6CLH-3   PHG3560   29   4 
K8SN-2     PHG6460   29   34 
K4MQF-1    PHG6460   29   31 
AB8DT-12   PHG6460   29   29 
W5KS-5     PHG6460   29   22 
W4IZ-1     PHG6460   29   20 
PU2UGK-15  PHG6460   29   2 
VE7RFF     PHG6460   29   2 
KB8VEE-6   PHG6460   29   19 
N9WMU-3    PHG6460   29   18 
W5KS-3     PHG6460   29   18 
KD4MOJ-5   PHG6460   29   18 
KD4MOJ-7   PHG6460   29   17 
W0MXW-1    PHG6460   29   16 
PY2HJ-15   PHG6460   29   16 
N8OBU-10   PHG6460   29   14 
W8XF-5     PHG6460   29   13 
N0QBH-10   PHG6465   29   12 
W5HTK-3    PHG6460   29   12 
PU2YEK-15  PHG6460   29   12 
KC5SII-1   PHG6460   29   12 
KD4HTW-9   PHG6460   29   11 
VE5YR-4    PHG6460   29   1 
PY1AA-14   PHG6460   29   1 
K0SUN-8    PHG6460   29   1 
IR5UAB     PHG2630   28   9 
KC2HGK     PHG5471   28   7 
N8PSB-2    PHG5470   28   6 
K9TNW-10   PHG4490   28   54 
KC5QPP-15  PHG4530   28   5 
F6KUM-2    PHG4530   28   5 
SK3GA-9    PHG1730   28   4 
SK3BG-2    PHG1730   28   4 
SL3ZXH     PHG1730   28   4 
DB0RZ      PHG2630   28   33 
N1PGH      PHG4530   28   30 
VE3WWD     PHG8430   28   3 
ROSBRG     PHG2630   28   3 
SEDRO      PHG5470   28   23 
MELROZ     PHG4530   28   19 
KC0NFA-2   PHG5470   28   17 
W4NN-1     PHG5470   28   16 
VA3SSF     PHG4530   28   13 
KC5EZZ-3   PHG7440   28   10 
N0BKB-1    PHG5470   28   10 
KC5EZZ-10  PHG7440   28   1 
KB0JBF-2   PHG5470   28   1 
K0MXU-10   PHG6450   27   2 
W4ACS-10   PHG5460   26   99 
W3SK       PHG7430   26   81 
W5MAY-1    PHG6440   26   8 
W4IAX-7    PHG7430   26   8 
W5MAY-2    PHG6440   26   8 
IK8TGH-11  PHG5460   26   71 
KD4DLT-7   PHG5463   26   69 
IZ8FEX-11  PHG5460   26   66 
VE2RT3     PHG6440   26   62 
VE2RTS-3   PHG6440   26   62 
WA6AFT-3   PHG5462   26   61 
K5BWD-10   PHG5460   26   6 
N8EMZ-3    PHG7430   26   6 
K0SUN-14   PHG5460   26   6 
VE3VWD     PHG4520   26   51 
VE1AAQ     PHG5460   26   5 
KE4KWE-7   PHG5460   26   5 
N0ID       PHG5461   26   5 
N2PDO-15   PHG7390   26   43 
PA0JWX-2   PHG7390   26   42 
K0SUN-11   PHG5460   26   41 
DB0HHN     PHG3540   26   41 
VE2BNE-3   PHG5460   26   4 
VE7SLC-7   PHG5508   26   34 
WA4KXV     PHG5460   26   33 
K9HGX-7    PHG5460   26   3 
K0HAM-6    PHG5460   26   3 
KD4QIA-2   PHG7430   26   3 
VK2RO-1    PHG5460   26   3 
SK5MK      PHG5460   26   29 
SR3DPN     PHG4480   26   28 
N5YXO-1    PHG7390   26   28 
N5BAN-11   PHG5460   26   26 
N5BAB-9    PHG5460   26   26 
N5BAB-3    PHG5460   26   26 
N5BAB-11   PHG5460   26   26 
NUCAB-11   PHG5460   26   26 
N6BAB-11   PHG5460   26   26 
N5BAB-10   PHG5460   26   26 
KB0WZI-3   PHG6440   26   26 
V5BAB-11   PHG5460   26   26 
K2GXT      PHG7430   26   25 
KB9UQQ-3   PHG5460   26   25 
PACCTY     PHG5460   26   23 
N0QVC-1    PHG5460   26   21 
VK7XRN-3   PHG5500   26   20 
VK7XRN-2   PHG5500   26   20 
VE1TPL     PHG5460   26   2 
KB8GVQ-11  PHG5460   26   17 
N0RGA-12   PHG7430   26   15 
HG1PNY-1   PHG2620   26   15 
VY2TPH     PHG5460   26   15 
VE1MTT     PHG5460   26   15 
W5AC-2     PHG5460   26   14 
SQ7FZR     PHG7397   26   13 
VE1TRO     PHG5460   26   12 
KV3B-1     PHG5460   26   117 
W9MBD-15   PHG7390   26   11 
KB8VEE-4   PHG7430   26   11 
W9MBD      PHG7390   26   11 
W9MBD-14   PHG7390   26   11 
NN4ER-10   PHG5460   26   10 
KB8VEE-3   PHG7430   26   10 
WA4USN-9   PHG5460   26   10 
VE9WRC     PHG5460   26   1 
VE1EXP     PHG5460   26   1 
N8RAY-10   PHG5450   25   9 
KB5NMB-9   PHG7420   25   9 
KG4LVA-1   PHG2570   25   8 
EA4URA-3   PHG5450   25   60 
N0NAS-10   PHG7420   25   57 
N4EVA-11   PHG8370   25   46 
W9HOI-15   PHG7380   25   41 
F6KFI-4    PHG4470   25   4 
W0HL-10    PHG7380   25   4 
KA4BNI-9   PHG5450   25   4 
KA4CNI-9   PHG5450   25   4 
N9MYK-10   PHG7380   25   3 
F5ZNM-4    PHG4470   25   3 
WA9RES     PHG4510   25   29 
KA4BNI-8   PHG5450   25   20 
KA4BNI-7   PHG5450   25   20 
K8TQ       PHG5450   25   19 
SK6BA-6    PHG7380   25   19 
KC8LJC-9   PHG5450   25   18 
KC8LJC-10  PHG5450   25   18 
KC8LJC-8   PHG5450   25   18 
KB8VEE     PHG9360   25   16 
W1SP-15    PHG9360   25   15 
N8WKM-11   PHG7380   25   13 
K6EEF-10   PHG5456   25   12 
N5QIA-9    PHG9990   241  131 
PI1FLD     PHG3530   24   94 
DB0HGW     PHG3530   24   9 
NM4V-5     PHG3490   24   9 
K0FJ-2     PHG6430   24   9 
K1UC-3     PHG3530   24   8 
KC4FIE-4   PHG6430   24   8 
IW6ORM-11  PHG3530   24   7 
WX0GLD-10  PHG6430   24   7 
W8MWO      PHG6438   24   60 
SK6FV-1    PHG3530   24   6 
HG5KFU-10  PHG3530   24   39 
VA3DDB-10  PHG6430   24   32 
CT0XSS     PHG3530   24   3 
W9AZ-15    PHG3530   24   25 
K4PKT-3    PHG6430   24   23 
CHNDLR     PHG3530   24   2 
CHNTLR     PHG3530   24   13 
HG8PKU-2   PHG3530   24   10 
KB5NMB-7   PHG6430   24   10 
W0BJI-2    PHG6430   24   1 
KB0ISW-2   PHG3530   24   1 
K8UI-1     PHG4460   23   9 
N8RGC      PHG8368   23   9 
W0PMW-1    PHG7370   23   6 
N5IAT-3    PHG5440   23   6 
N5IAT8-3   PHG5440   23   6 
F1LLD-3    PHG4460   23   6 
SP3QDM-2   PHG7370   23   6 
N5IAT-1    PHG5440   23   6 
N5IAT-2    PHG5440   23   6 
CLEELM     PHG2560   23   5 
KB5VE-7    PHG4460   23   5 
W3UD-3     PHG2560   23   48 
IW0RLC     PHG2560   23   33 
KF4D-10    PHG9350   23   3 
DB0CUX     PHG2560   23   27 
VK5RMB-1   PHG5440   23   23 
N2IPH-12   PHG4460   23   19 
N0KTA      PHG7370   23   18 
KB0UJL-2   PHG8403   23   14 
OZ4DIZ     PHG4460   23   13 
VE5RHF     PHG4460   23   11 
W5YD-3     PHG7370   23   10 
AUSTIN     PHG1700   23   1 
KK5MV-1    PHG7360   22   7 
KK5NV-1    PHG7360   22   7 
W2AEE      PHG5430   22   68 
HS1RA-1    PHG5390   22   51 
SULTAN     PHG4453   22   51 
NS1RA-1    PHG5390   22   51 
K5WH-2     PHG4450   22   44 
KE4ROC-7   PHG7360   22   39 
VE6AO-1    PHG7360   22   32 
WA9RDF-9   PHG5390   22   32 
W2ICZ-2    PHG5430   22   32 
WA9RDF-8   PHG5390   22   32 
WA9RDF-10  PHG5390   22   32 
WY7LL-6    PHG5430   22   3 
KM0R-3     PHG7360   22   27 
W8MAI-15   PHG7360   22   21 
N2LBT-2    PHG7360   22   18 
W5GDC-15   PHG5430   22   172 
W2DOC-9    PHG7360   22   15 
VE2RHP-3   PHG5390   22   15 
KF4INN-10  PHG7360   22   14 
SM5LBR-2   PHG5430   22   13 
WB0WNX-5   PHG5430   22   1 
WB1EMT-1   PHG5380   21   59 
KB0JBF-4   PHG6370   21   5 
W2LRC-10   PHG3510   21   47 
PA3HJG-4   PHG5380   21   46 
EA7LX-3    PHG5380   21   3 
OZ6DIZ     PHG5380   21   20 
DB0SHA     PHG2540   21   18 
W6PVG-3    PHG5380   21   18 
AI5TX-7    PHG7350   21   1 
KB7ITU-10  PHG8970   202  129 
PI1HLM     PHG3500   20   70 
N3ZEV-1    PHG3460   20   7 
S55YBO-2   PHG3460   20   7 
WX5II-1    PHG6360   20   7 
N7ZEV-1    PHG3460   20   7 
F7ZEV-1    PHG3460   20   7 
SR2DDU     PHG3460   20   6 
F5ZOH-3    PHG2530   20   6 
VA3OPS     PHG4430   20   6 
SR1DCZ     PHG3460   20   6 
DB0DS      PHG2530   20   55 
K0STL-15   PHG8330   20   50 
ROSWEL     PHG4430   20   5 
IK8SYZ-11  PHG3460   20   47 
WA4SSP-9   PHG5370   20   39 
PA0KDV-2   PHG3460   20   34 
WIDE7-2    PHG3460   20   34 
LD1DN      PHG3500   20   30 
SV1RD-11   PHG3460   20   3 
PU1WAX-15  PHG6366   20   16 
K1IMD-14   PHG6400   20   16 
KC8YXF     PHG5370   20   15 
KF4HFR     PHG6360   20   15 
W4NAS-1    PHG5370   20   12 
STLWTR     PHG3500   20   11 
STLWTQ     PHG3500   20   11 
IR8SAX-11  PHG3460   20   10 
VY2EKR     PHG4430   20   1 
SP2UV-15   PHG4420   19   8 
F6FKQ-4    PHG4380   19   8 
K0BSJ-3    PHG4380   19   6 
K4IFR-4    PHG7348   19   5 
W0GS-1     PHG6350   19   5 
KB2WYA     PHG6350   19   24 
KD4MWD-7   PHG6350   19   14 
W2GWY-2    PHG5400   18   9 
VE1AEH     PHG5366   18   7 
F1ZSH-3    PHG5360   18   6 
N5HU-15    PHG7330   18   6 
N5HU       PHG7330   18   6 
W5EEY-11   PHG6340   18   6 
NS9RC      PHG5360   18   55 
N8WBR-10   PHG7330   18   5 
CT2HPE-3   PHG7330   18   41 
WA2GUG-15  PHG5360   18   38 
J43VAE     PHG5360   18   38 
K0BOY-1    PHG5360   18   34 
K8UI-6     PHG5400   18   33 
K4MSU-2    PHG5400   18   3 
K4CCC-10   PHG7330   18   3 
K4MSU-3    PHG5400   18   3 
VE2RAK-3   PHG5360   18   3 
WA7RAT-12  PHG6340   18   3 
SM6JOC-5   PHG5360   18   24 
N0KOU-7    PHG7290   18   21 
W9DUA      PHG5360   18   20 
VE4PTG-3   PHG5360   18   2 
KF6BVB-5   PHG5360   18   2 
WD8EJC-10  PHG5360   18   2 
WD8EJC-9   PHG5360   18   2 
0NAS-11    PHG6340   18   2 
KA0RDE-1   PHG5360   18   2 
N0NAS-11   PHG6340   18   2 
LD3TBA     PHG3440   18   16 
KD5QYV-11  PHG7330   18   15 
DECATU     PHG5360   18   14 
N4BK-7     PHG5360   18   13 
VE4BRC-3   PHG5360   18   10 
VE4ARM-3   PHG5360   18   1 
KB5WBH-5   PHG3430   17   7 
EA4E-3     PHG5350   17   7 
K8UI-7     PHG6330   17   7 
KB5WBH-7   PHG3430   17   7 
KD4NUD-10  PHG9260   17   7 
KB5WBH-6   PHG3430   17   7 
WIDE7-3    PHG3430   17   7 
KB5WBH-9   PHG3430   17   7 
KB5WBH-8   PHG3430   17   7 
DB0ZUS     PHG3390   17   5 
N9IJ-10    PHG5350   17   41 
LD2GD-2    PHG3435   17   4 
F1BIV-2    PHG5350   17   4 
VA3KMS     PHG6330   17   4 
WX3SMD-15  PHG7288   17   37 
N0GGU-1    PHG5350   17   3 
K5LLL-13   PHG5350   17   3 
W3BW-15    PHG6330   17   22 
SP9UUC-2   PHG3390   17   16 
KF4DXY-3   PHG6330   17   11 
W7DXJ-1    PHG7320   17   10 
N7JYS-7    PHG7280   17   1 
MALJAM     PHG6330   17   1 
WX5II-4    PHG6330   17   1 
KE0VN-2    PHG5340   16   9 
KD4AXP-3   PHG4350   16   8 
HG8PXL-10  PHG2450   16   8 
HG8PXL-1   PHG2450   16   8 
W8MAP-4    PHG4360   16   7 
W8MAP-3    PHG4360   16   7 
N7UW       PHG2460   16   6 
W5LCE-3    PHG9240   16   6 
N0NFD-7    PHG4360   16   5 
KC9CJJ-3   PHG7270   16   5 
N0MFD-7    PHG4360   16   5 
WULCC-3    PHG9240   16   44 
W5OCC-3    PHG9240   16   44 
Q5TCC-3    PHG9240   16   44 
W5LCC-3    PHG9240   16   44 
5GB-2      PHG4357   16   4 
W5GB-2     PHG4357   16   4 
HG5PDF-2   PHG2460   16   30 
WA0FYA     PHG4360   16   3 
W4AP-7     PHG4400   16   24 
LA5EKA     PHG3420   16   24 
LA5EKA-1   PHG3420   16   24 
SK7BK      PHG4400   16   2 
F8KGI-3    PHG4360   16   2 
DB0BHN     PHG2453   16   19 
VA3LDN     PHG5340   16   14 
KY4KY      PHG7278   16   14 
K8TIH      PHG4360   16   13 
KB2TSV-15  PHG3420   16   13 
IW1PPB-11  PHG7260   15   9 
K7ZGN-7    PHG5334   15   9 
EA4CGY-3   PHG5280   15   9 
KB9YEP-10  PHG5290   15   8 
KB9YEP-8   PHG5290   15   8 
K7LHR      PHG7260   15   7 
KF4I-10    PHG5330   15   6 
KD4BNQ-3   PHG7260   15   6 
KC0MGG-3   PHG7260   15   6 
KC0IRJ-3   PHG5320   15   6 
W3GXT-2    PHG5330   15   50 
SR2DTU     PHG2440   15   5 
W9INX-7    PHG5280   15   5 
F5RAC-4    PHG2440   15   45 
AD4TZ      PHG4340   15   4 
W9KXQ-15   PHG5330   15   4 
SV1CPO-11  PHG5320   15   37 
KC5OBX-7   PHG9230   15   32 
AA3JY-4    PHG7260   15   30 
A3JY-4     PHG7260   15   30 
WV9W-9     PHG7260   15   3 
WV9W-10    PHG7260   15   3 
N3XJT-1    PHG7260   15   28 
LA9WKA-1   PHG5330   15   23 
KC2KGQ-15  PHG5290   15   22 
MC5MVZ-2   PHG9230   15   21 
KC5NVZ-2   PHG9230   15   21 
KC5MPZ-2   PHG9230   15   21 
KC6MVZ-2   PHG9230   15   21 
KC5MVZ-2   PHG9230   15   21 
N0QVB-1    PHG7260   15   2 
LAGRND     PHG5330   15   2 
KC5MVZ-4   PHG9230   15   2 
KD6ZXE-8   PHG5334   15   2 
KD6ZXE-9   PHG5334   15   2 
VY2CFB     PHG5330   15   2 
N0UBL-3    PHG7260   15   2 
SC5MVZ-4   PHG9230   15   2 
W3ND-2     PHG5330   15   15 
PI5FPS     PHG3370   15   15 
N0EO       PHG5290   15   14 
KB0GKN-10  PHG5330   15   1 
KK5SC-1    PHG7264   15   1 
VK3RON-1   PHG5330   15   1 
SV3BEF-10  PHG3360   14   7 
NK8X-10    PHG5310   14   7 
K0QH-15    PHG3400   14   6 
IZ8GMP-11  PHG3360   14   51 
N4PJX-3    PHG6264   14   5 
KU4WW-12   PHG7240   14   5 
WD0HWT-10  PHG5310   14   4 
KK4CKR-1   PHG3360   14   4 
KG4CKR-2   PHG3360   14   4 
KG4CKR-1   PHG3360   14   4 
J6TVI-1    PHG4330   14   4 
K6TVI-1    PHG4330   14   4 
SV3BSF-11  PHG4330   14   27 
DB0IBM-2   PHG3360   14   26 
PE1NSU-2   PHG3360   14   25 
SV1XY-11   PHG2398   14   2 
WA4RWS-3   PHG3364   14   2 
IR5P       PHG3360   14   18 
SR2DBZ     PHG3360   14   16 
K2JLB-1    PHG8238   14   16 
W8AN       PHG5270   14   14 
DB0LC      PHG2430   14   14 
KD4LPU-14  PHG7250   14   1 
KC0SD-3    PHG4330   14   1 
HG8PSV-1   PHG2430   14   1 
EA3CWQ-15  PHG3340   13   9 
WB4HFR-10  PHG7230   13   7 
EA5RKE-15  PHG3340   13   6 
IR6MOR     PHG5260   13   6 
W7MOT-1    PHG9210   13   53 
W7AI       PHG7190   13   48 
SV4FHH-11  PHG4280   13   43 
W0BOB-3    PHG5260   13   4 
EA3EH-15   PHG3340   13   3 
EA5RCY-14  PHG3340   13   3 
N3XBO-4    PHG5260   13   3 
MB7UN      PHG3340   13   26 
PE1NAT-2   PHG5260   13   24 
TRACE7-5   PHG3340   13   2 
N8USK-5    PHG5260   13   16 
IR1BM      PHG3340   13   15 
KC5JZG-2   PHG5260   13   14 
W4GR       PHG5260   13   13 
IR1AU-11   PHG3355   13   11 
PA2HBL-1   PHG7230   13   10 
VA6JAC     PHG5260   13   1 
PE1OEZ-7   PHG3340   13   1 
KTCHM      PHG5260   13   1 
N8JCN-11   PHG5260   13   1 
OBED       PHG5260   13   1 
F1TML-4    PHG4310   12   6 
W8TVI-10   PHG6230   12   5 
CS1RLA     PHG3330   12   5 
EA7BHR-3   PHG3330   12   5 
WA0RTU-1   PHG6230   12   4 
F6KVD-2    PHG4310   12   4 
IR2UBX-11  PHG2410   12   31 
F5NPL-2    PHG4310   12   3 
SQ5SPT-5   PHG2400   12   27 
KA9VNV-15  PHG6230   12   22 
PI1APK     PHG3330   12   21 
W5RRR-7    PHG1470   12   20 
W5BRR-7    PHG1470   12   20 
OH2RDP     PHG7220   12   20 
IR1AH      PHG3330   12   20 
F6KGQ-3    PHG4310   12   20 
VE6IPH     PHG3330   12   2 
KA0GFC-4   PHG5250   12   2 
KB0VZP-2   PHG9160   12   2 
WX5II-2    PHG6230   12   2 
F5KEM-2    PHG4310   12   2 
KA0GFC     PHG5250   12   2 
KB8VEE-12  PHG6230   12   2 
F6KFO-3    PHG4310   12   18 
OK1KYU-2   PHG1500   12   18 
W8STO      PHG5250   12   16 
ON4LTL-2   PHG9160   12   10 
VE6AA      PHG3330   12   10 
K3NAL-1    PHG3330   12   10 
CS6RPA     PHG3330   12   1 
N8LMT      PHG6230   12   1 
CT0XCA     PHG3330   12   1 
AI6MD-3    PHG7160   11   9 
LD6KNA     PHG4260   11   8 
EB1CKW-3   PHG4250   11   8 
KN0BY      PHG2360   11   8 
VE4UB-3    PHG6220   11   7 
K9APR-4    PHG2360   11   7 
N7NEI-10   PHG5230   11   50 
N0VLR-2    PHG3280   11   5 
AC6ET-3    PHG5240   11   3 
KC2WA-15   PHG2350   11   3 
KC2WA      PHG2350   11   3 
VE1ARC     PHG5230   11   3 
EC1H-12    PHG2350   11   3 
HG5ANW-2   PHG4260   11   3 
PA5JB-2    PHG5230   11   24 
KD4UPU-2   PHG7200   11   21 
KA5FKI-7   PHG5230   11   2 
LD2KS-3    PHG5230   11   2 
1RPM       PHG7211   11   2 
DIXON      PHG4260   11   2 
VY1RPM     PHG7211   11   2 
F1EUC-14   PHG2360   11   19 
KB0BWG-1   PHG5230   11   19 
DB0WRL     PHG3280   11   18 
GATE       PHG3280   11   18 
K8RDK      PHG5240   11   18 
KD4JWF-3   PHG5230   11   16 
KE6TIP-3   PHG4268   11   14 
PI1APB     PHG3310   11   13 
PI1APR     PHG3280   11   12 
DB0HAT     PHG3280   11   11 
KB0VOX-3   PHG7160   11   1 
EA4I-3     PHG4250   11   1 
DB0DXM     PHG3280   11   1 
KX0L-2     PHG5230   11   1 
VE9GPS     PHG5230   11   1 
W4OKW-1    PHG2330   10   8 
VE3FCG     PHG2340   10   7 
IW5BQS-11  PHG2330   10   6 
W1NLC-15   PHG5220   10   5 
TUCSON     PHG7150   10   45 
ED5ZAA-3   PHG3260   10   4 
PA3FNT-2   PHG3260   10   4 
PI1ASD-1   PHG3300   10   31 
IR5Q       PHG2330   10   3 
ON4MAX-2   PHG3260   10   3 
HG3PSS     PHG2330   10   3 
F5RZU-2    PHG6165   10   3 
VE6LFM-14  PHG5180   10   25 
VK5RNE-1   PHG5220   10   25 
IW4EGP-11  PHG2340   10   25 
WA7SHW-3   PHG7140   10   2 
AB7HP-10   PHG3300   10   19 
DB0QT      PHG2340   10   17 
N7UWX-3    PHG7140   10   16 
KA0TMW-1   PHG7150   10   15 
DO0TM      PHG2330   10   13 
IR5X       PHG2330   10   12 
N0OTM-15   PHG2340   10   12 
KA0GFC-2   PHG8130   10   11 
I5ZSS-11   PHG2330   10   10 
PE2ETE-2   PHG3260   10   10 
IR5W       PHG2330   10   1 
N8JCN-12   PHG6160   10   1 
EA4HP-8    PHG5180   10   1 
N5HR       PHG6150   9.8  4 
N4YMH      PHG6150   9.8  4 
AE4KO-10   PHG6150   9.8  31 
VE2RNE-3   PHG5200   9.5  3 
KB9RND-10  PHG5200   9.5  3 
K5YM-12    PHG5200   9.5  2 
VK3CQE-1   PHG4182   9.5  1 
WP4MXB-2   PHG5160   9.4  9 
K4FDS-5    PHG5160   9.4  8 
N1SAX      PHG7130   9.4  5 
KC5ZDV-1   PHG7130   9.4  3 
F1TLV-3    PHG5160   9.4  2 
EA1RKS-3   PHG5160   9.4  10 
MANPRK     PHG5160   9.4  1 
N0SFH-1    PHG5160   9.4  1 
SL5ZO      PHG3240   9.2  5 
DB0HHO     PHG3240   9.2  3 
KA6DAC     PHG3240   9.2  13 
F5KHC-3    PHG3240   9.2  1 
F1SPK-4    PHG5150   8.9  4 
F4AYI-4    PHG4170   8.9  3 
EB1D-15    PHG7080   8.9  2 
N6NHJ-5    PHG3230   8.7  8 
TRACE7-6   PHG3230   8.7  8 
HG3PMF-1   PHG3230   8.7  8 
KB0JBF-1   PHG6130   8.7  7 
PE1OEZ-2   PHG3230   8.7  5 
IR2AO      PHG3230   8.7  34 
N0INX-1    PHG6130   8.7  21 
F4ABZ      PHG3230   8.7  2 
OK0BCA     PHG3190   8.7  2 
N9NMR      PHG3190   8.7  2 
LF2K       PHG3230   8.7  14 
KA3POX     PHG3238   8.7  12 
F5KGR      PHG3230   8.7  10 
EA4Q-3     PHG3230   8.7  1 
KB0JBF-3   PHG6130   8.7  1 
F5KFZ      PHG3230   8.7  1 
KI0BW-4    PHG6130   8.7  1 
OE8XDR-11  PHG3230   8.7  1 
F6HOR      PHG3230   8.7  1 
KB0ZLB-1   PHG6130   8.7  1 
DB0LAB     PHG2300   8.5  5 
IDAFLS     PHG2300   8.5  4 
WB2SNN-15  PHG2260   8.4  22 
VK3HJQ-1   PHG4160   8.4  2 
K3HJQ-1    PHG4160   8.4  2 
W7CLN-2    PHG5140   8.4  2 
KA1EKS-8   PHG2260   8.4  2 
EA1VQ-3    PHG2260   8.4  2 
IK4XQC-11  PHG2260   8.4  1 
VE3ZRD     PHG3220   8.2  6 
IR1BP      PHG3220   8.2  5 
DB0XHI     PHG3228   8.2  3 
DB0KUN     PHG2250   8    4 
DB0KIL     PHG2250   8    3 
OE7XLR-12  PHG2250   8    3 
OE7XLR-11  PHG2250   8    3 
DB0BAC     PHG2250   8    2 
WX3SMD-13  PHG2258   8    11 
OE7XGR     PHG2250   8    1 
IW3AMQ-11  PHG2250   8    1 
EC1I-1     PHG2250   8    1 
KF4ERV-10  PHG5130   7.9  7 
KA9RZL     PHG7060   7.9  6 
EA4F-3     PHG5130   7.9  5 
SL1ZXK-3   PHG7100   7.9  4 
