BIG TALL digis that may be hearing TOO MANY STATIONS  Dec 2004
--------------------------------------------------------------

This is a list of ALL known DIGI's in the world heard by
FINDU.  Use it to see if your digi may be having severe
reliablity problems for local users because it is hearing
too many stations in its area (its own claimed PHG range).

Since anything above about 60 users average is a 100% saturated 
channel (called your ALOHA range), digis with more users appear 
to just hear too much to be able to reliably support local users.

It might be better to let the smaller lower digis closer
to the users be the first hop and for these big digis to
digipeate all that they hear over onto a UHF channel only
so that they dont digipeat back on the national channel
where they will cut the channel throughput by 50%!

Or if the PHG here is unrealistic for your digi, then
consider updating your PHGXXXX string to better match reality.

Sorted by CALLSIGN:

DIGI-CALL  PHG       RNG  STNS
KG5QZD-2   PHG6490   34   20 
KG6OWS-3   PHG3820   65   224 
KG6VYD-1   PHG2130   5    12 
KI0BJ-10   PHG5660   53   17 
KI0BW-4    PHG6130   8.7  1 
KING       PHG6950   156  114 
KJ7AZ-5    PHG2660   33   11 
KJ7AZ-6    PHG6570   43   11 
KJ7AZ-8    PHG3650   39   11 
KJ7AZ-9    PHG5770   80   4 
KK4CKR-1   PHG3360   14   4 
KK5MV-1    PHG7360   22   7 
KK5NV-1    PHG7360   22   7 
KK5SC-1    PHG7264   15   1 
KK7CN-7    PHG8490   40   1 
KK7CN-8    PHG9690   85   61 
KL1SF-3    PHG7888   141  24 
KM0R-3     PHG7360   22   27 
KN0BY      PHG2360   11   8 
KOPEAK     PHG5660   53   47 
KQ1L-1     PHG5730   63   76 
KQ1L-2     PHG5730   63   83 
KS4NS-3    PHG7460   31   16 
KS4XQ-3    PHG8580   53   38 
KTCHM      PHG5260   13   1 
KU4WW-12   PHG7240   14   5 
KV3B-1     PHG5460   26   117 
KV3B-2     PHG5560   37   241 
KW4FM-3    PHG3860   82   78 
KX0L-2     PHG5230   11   1 
KX1EOC-15  PHG5660   53   189 
KY4KY      PHG7278   16   14 
LA5EKA     PHG3420   16   24 
LA5EKA-1   PHG3420   16   24 
LA9WKA-1   PHG5330   15   23 
LAGRND     PHG5330   15   2 
LAMOSC     PHG5930   127  91 
LD1DN      PHG3500   20   30 
LD1OT-2    PHG3732   49   96 
LD2FN-2    PHG3000   3.7  1 
LD2GD-2    PHG3435   17   4 
LD2KS-3    PHG5230   11   2 
LD2LH      PHG3000   3.7  2 
LD2RI-2    PHG3000   3.7  4 
LD3GE      PHG3000   3.7  2 
LD3GT      PHG3800   58   30 
LD3HN-2    PHG3000   3.7  1 
LD3SKA     PHG3768   58   76 
LD3TBA     PHG3440   18   16 
LD4EG-2    PHG2700   33   25 
LD4EG-7    PHG2700   33   25 
LD5ST      PHG4737   56   25 
LD6KNA     PHG4260   11   8 
LD6VO-2    PHG3000   3.7  1 
LD7XR      PHG4600   33   6 
LD8S-2     PHG3000   3.7  1 
LD9BA      PHG3760   58   11 
LD9HA      PHG3760   58   4 
LD9SJ      PHG3760   58   13 
LEWIS      PHG7800   89   5 
LF2K       PHG3230   8.7  14 
LFLO       PHG4630   40   4 
LIME       PHG6740   73   41 
LTLFLO     PHG4630   40   4 
LTROCK     PHG7660   63   51 
LTROCK-14  PHG7660   63   51 
LTROCK-15  PHG7660   63   51 
LTROCK-6   PHG7660   63   51 
LU5AGQ-4   PHG5480   30   133 
LU5YBR-11  PHG2110   4.5  11 
LU8YY-7    PHG2110   4.5  11 
LUERA      PHG5630   45   2 
LX0APL     PHG1120   3.4  3 
LX0APL-3   PHG1120   3.4  3 
LX0APS     PHG2240   7.5  8 
LX0APS-2   PHG2240   7.5  8 
LX2MT-3    PHG2110   4.5  3 
LX5VIP-3   PHG2110   4.5  1 
MAENET-8   PHG7600   44   32 
MAGHET     PHG7600   44   43 
MAGNED     PHG7600   44   32 
MAGNET     PHG7600   44   32 
MAKPET     PHG7600   44   32 
MALJAM     PHG6330   17   1 
MANPRK     PHG5160   9.4  1 
MB7UN      PHG3340   13   26 
MB7UT      PHG2040   3.8  7 
MC5MVZ-2   PHG9230   15   21 
MEDFRD     PHG6830   98   48 
MELROZ     PHG4530   28   19 
MISION     PHG6860   117  266 
MMTN       PHG6830   98   75 
MORINV     PHG2100   4.2  2 
MOSCOW     PHG3730   49   11 
MOXIE      PHG5812   80   50 
MRICA      PHG5730   63   11 
MSMAG      PHG4890   113  132 
MTMAG      PHG4890   113  132 
MTMAG-14   PHG4890   113  132 
MTMAG-15   PHG4890   113  132 
MTMYG      PHG4890   113  132 
MTTHOM     PHG3875   87   167 
MTTOLO     PHG7760   89   46 
MULE       PHG4960   135  98 
N0AIM-1    PHG5130   7.9  2 
N0BKB-1    PHG5470   28   10 
N0BZZ-10   PHG7460   31   2 
N0CBV-1    PHG7660   63   14 
N0DAJ-3    PHG2150   5.6  3 
N0DYB-1    PHG5590   44   39 
N0EO       PHG5290   15   14 
N0GGU-1    PHG5350   17   3 
N0ID       PHG5461   26   5 
N0INX-1    PHG6130   8.7  21 
N0KOU-7    PHG7290   18   21 
N0KSC-5    PHG7660   63   15 
N0KTA      PHG7370   23   18 
N0KZ-5     PHG4760   67   107 
N0LP-5     PHG3020   4.1  1 
N0MFD-7    PHG4360   16   5 
N0MFD-8    PHG3130   6.2  2 
N0NAS-10   PHG7420   25   57 
N0NAS-11   PHG6340   18   2 
N0NFD-7    PHG4360   16   5 
N0NOP      PHG7470   33   17 
N0ORU-1    PHG5590   44   15 
N0OTM-15   PHG2340   10   12 
N0PBA-1    PHG5830   89   143 
N0QBH-10   PHG6465   29   12 
N0QVB-1    PHG7260   15   2 
N0QVC-1    PHG5460   26   21 
N0RGA-12   PHG7430   26   15 
N0SFH-1    PHG5160   9.4  1 
N0TZH-10   PHG7461   31   7 
N0UBL-3    PHG7260   15   2 
N0VLR-2    PHG3280   11   5 
N0WBW-4    PHG4730   56   139 
N0WW-10    PHG7460   31   3 
N1BQ-3     PHG5736   63   32 
N1JJK-15   PHG5638   45   55 
N1ME-3     PHG6000   5.2  4 
N1PGH      PHG4530   28   30 
N1PGH-3    PHG4040   5.3  1 
N1QPR-2    PHG5630   45   190 
N1SAX      PHG7130   9.4  5 
N2EDE-3    PHG7460   31   18 
N2IPH-12   PHG4460   23   19 
N2LBT-2    PHG7360   22   18 
N2NSA-1    PHG6560   41   168 
N2PDO-15   PHG7390   26   43 
N2ZWO-10   PHG8472   35   36 
N3CDC-1    PHG5768   75   47 
N3DAB      PHG7760   89   166 
N3EOY-11   PHG7495   37   11 
N3FJA-1    PHG6700   58   39 
N3HPR-11   PHG7530   37   16 
N3IP       PHG6670   62   201 
N3KNT-1    PHG5640   47   24 
N3KTX-1    PHG7660   63   300 
N3KTX-2    PHG7680   70   296 
N3KTX-3    PHG5480   30   33 
N3KTX-4    PHG5780   84   275 
N3KTX-5    PHG5840   95   105 
N3NIA-1    PHG8570   50   11 
N3NIA-2    PHG8570   50   11 
N3NRI-2    PHG5640   47   34 
N3NXC-2    PHG5530   31   4 
N3SDO-9    PHG7730   75   54 
N3XBO-4    PHG5260   13   3 
N3XBO-5    PHG5660   53   156 
N3XJT-1    PHG7260   15   28 
N3ZEV-1    PHG3460   20   7 
N4BAM-3    PHG7460   31   25 
N4BK-7     PHG5360   18   13 
N4DAV-10   PHG7460   31   124 
N4DKE-7    PHG6690   69   77 
N4EVA-11   PHG8370   25   46 
N4EVA-12   PHG5480   30   2 
N4EVA-13   PHG6470   31   3 
N4IDX-7    PHG5630   45   34 
N4JTH-5    PHG7560   44   25 
N4NEQ-2    PHG8460   33   76 
N4NEQ-3    PHG3876   87   100 
N4PJX-3    PHG6264   14   5 
N4QEA-2    PHG5630   45   13 
N4SER-10   PHG7560   44   85 
N4TKT-3    PHG5530   31   21 
N4WYK-2    PHG5730   63   87 
N4YMH      PHG6150   9.8  4 
N4ZZQ-3    PHG5730   63   32 
N5BAB-10   PHG5460   26   26 
N5BAB-11   PHG5460   26   26 
N5BAB-3    PHG5460   26   26 
N5BAB-9    PHG5460   26   26 
N5BAN-11   PHG5460   26   26 
N5DFQ-2    PHG4560   33   3 
N5EOC      PHG7660   63   300 
N5HR       PHG6150   9.8  4 
N5HU       PHG7330   18   6 
N5HU-15    PHG7330   18   6 
N5IAT-1    PHG5440   23   6 
N5IAT-2    PHG5440   23   6 
N5IAT-3    PHG5440   23   6 
N5IAT8-3   PHG5440   23   6 
N5IN-2     PHG7460   31   7 
N5LEZ-5    PHG6460   29   7 
N5PS-3     PHG4570   35   2 
N5QBJ-3    PHG5670   56   35 
N5QIA-9    PHG9990   241  131 
N5SOR-1    PHG7460   31   9 
N5TAM-2    PHG7480   35   14 
N5TAM-3    PHG7480   35   102 
N5TH2-11   PHG5560   37   25 
N5THR-11   PHG5560   37   25 
N5YXO-1    PHG7390   26   28 
N5ZLU-3    PHG5560   37   7 
N6BAB-11   PHG5460   26   26 
N6CP-1     PHG4730   56   16 
N6EX-1     PHG5864   106  300 
N6EX-2     PHG4960   135  300 
N6EX-4     PHG5768   75   293 
N6NHJ-5    PHG3230   8.7  8 
N6RZR-3    PHG5810   80   33 
N7JYS-7    PHG7280   17   1 
N7NEI-10   PHG5230   11   50 
N7NLL-10   PHG7530   37   17 
N7QXO-9    PHG7650   59   137 
N7R0       PHG2790   56   20 
N7UW       PHG2460   16   6 
N7UWX-3    PHG7140   10   16 
N7VMR-10   PHG2790   56   20 
N7VMR-11   PHG2760   47   5 
N7XYR-1    PHG5934   127  15 
N7YET-10   PHG5950   142  47 
N7ZEV-1    PHG3460   20   7 
N7ZEV-2    PHG5880   119  72 
N7ZEV-3    PHG3962   117  69 
N8EMZ-3    PHG7430   26   6 
N8IYX-10   PHG7460   31   22 
N8JCN-10   PHG8560   47   18 
N8JCN-11   PHG5260   13   1 
N8JCN-12   PHG6160   10   1 
N8LMT      PHG6230   12   1 
N8OBU-10   PHG6460   29   14 
N8PSB-2    PHG5470   28   6 
N8RAY-10   PHG5450   25   9 
N8RGC      PHG8368   23   9 
N8USK-5    PHG5260   13   16 
N8WBR-10   PHG7330   18   5 
N8WCT-4    PHG7790   106  191 
N8WKM-11   PHG7380   25   13 
N8YIB-2    PHG5760   75   79 
N9AZZ      PHG7570   47   25 
N9AZZ-1    PHG7570   47   25 
N9AZZ-2    PHG7570   47   25 
N9BZZ-2    PHG7570   47   25 
N9IJ-10    PHG5350   17   41 
N9JCA-1    PHG2110   4.5  8 
N9MYK-10   PHG7380   25   3 
N9NMR      PHG3190   8.7  2 
N9UMJ-10   PHG7560   44   61 
N9UMJ-9    PHG7560   44   61 
N9UT-10    PHG8560   47   48 
N9UT-8     PHG8560   47   48 
N9UT-9     PHG8560   47   48 
N9UWE      PHG5560   37   29 
N9WMU-3    PHG6460   29   18 
N9ZIP-13   PHG9470   38   40 
N9ZIP-14   PHG9470   38   40 
N9ZIP-15   PHG9470   38   40 
N9ZWY-10   PHG7530   37   11 
NK8X-10    PHG5310   14   7 
NM4V-5     PHG3490   24   9 
NN4ER-10   PHG5460   26   10 
NS1RA-1    PHG5390   22   51 
NS9RC      PHG5360   18   55 
NT4L-1     PHG7630   53   63 
NT4L-3     PHG5560   37   58 
NU0C-1     PHG6050   6.9  9 
NUCAB-11   PHG5460   26   26 
OBED       PHG5260   13   1 
OE1KEB-2   PHG4110   6.3  19 
OE2XHR-11  PHG2100   4.2  1 
OE2XSR-11  PHG2130   5    1 
OE7XAR-11  PHG2230   7.1  1 
OE7XGR     PHG2250   8    1 
OE7XLR-11  PHG2250   8    3 
OE7XLR-12  PHG2250   8    3 
OE8XDR-11  PHG3230   8.7  1 
OE8XHR-11  PHG0000   0    0 
OE9XPT     PHG2830   56   66 
OH2RDG     PHG8470   35   56 
OH2RDP     PHG7220   12   20 
OH2RDY     PHG5536   31   8 
OH3RBE-2   PHG5630   45   9 
OH3RCD     PHG6530   34   27 
OH3RUX     PHG9500   35   3 
OH6RDD     PHG4630   40   25 
OK0BCA     PHG3190   8.7  2 
OK1FRN-2   PHG2110   4.5  1 
OK1KKH     PHG2110   4.5  1 
OK1KTA-2   PHG2110   4.5  1 
OK1KYU-2   PHG1500   12   18 
OK1OMX-2   PHG3630   34   23 
OK1TEB-12  PHG2110   4.5  7 
OK1TEB-2   PHG2200   6    9 
OK2AF-2    PHG2737   40   40 
OK2ULQ-2   PHG2730   40   10 
ON0DAS-2   PHG2110   4.5  5 
ON0ONZ     PHG2110   4.5  8 
ON0PWG     PHG2110   4.5  1 
ON0RCL-2   PHG2200   6    6 
ON0RCO     PHG2110   4.5  27 
ON4LRG-2   PHG2110   4.5  4 
ON4LTL-2   PHG9160   12   10 
ON4MAX-2   PHG3260   10   3 
ON5DML     PHG2110   4.5  1 
ON9CC-2    PHG3140   6.5  1 
OZ4DIZ     PHG4460   23   13 
OZ6DIB-2   PHG0000   0    0 
OZ6DIZ     PHG5380   21   20 
P43ARC     PHG9660   71   5 
PA0JWX-2   PHG7390   26   42 
PA0KDV-2   PHG3460   20   34 
PA2HBL-1   PHG7230   13   10 
PA3BNX-2   PHG7450   29   83 
PA3FNT-2   PHG3260   10   4 
PA3GFB-2   PHG2110   4.5  3 
PA3HJG-4   PHG5380   21   46 
PA5JB-2    PHG5230   11   24 
PACCTY     PHG5460   26   23 
PE1DNN-2   PHG2110   4.5  16 
PE1MQP-2   PHG3170   7.8  4 
PE1NAT-2   PHG5260   13   24 
PE1NSU-2   PHG3360   14   25 
PE1OEZ-2   PHG3230   8.7  5 
PE1OEZ-7   PHG3340   13   1 
PE2ETE-2   PHG3260   10   10 
PI1APB     PHG3310   11   13 
PI1APK     PHG3330   12   21 
PI1APR     PHG3280   11   12 
PI1ASD-1   PHG3300   10   31 
PI1CDR-2   PHG3130   6.2  4 
PI1EHV-2   PHG6500   29   52 
PI1FLD     PHG3530   24   94 
PI1HLM     PHG3500   20   70 
PI1YSM-2   PHG2110   4.5  7 
PI5FPS     PHG3370   15   15 
PJ2PZ-3    PHG5590   44   2 
PNC        PHG7560   44   26 
PORTER     PHG4730   56   7 
PU1WAX-15  PHG6366   20   16 
PU2UGK-15  PHG6460   29   2 
PU2YEK-15  PHG6460   29   12 
PY1AA-14   PHG6460   29   1 
PY1AA-15   PHG5960   151  21 
PY2BRF-15  PHG7490   37   9 
PY2HJ-15   PHG6460   29   16 
PY4CZ-15   PHG6560   41   1 
PY4LH-15   PHG6490   34   3 
Q5TCC-3    PHG9240   16   44 
RATON      PHG5530   31   4 
RAVEN      PHG5630   45   62 
REB-1      PHG5600   37   8 
RGR-1      PHG5616   40   10 
ROSBRG     PHG2630   28   3 
ROSWEL     PHG4430   20   5 
RRSKI      PHG4730   56   11 
S55YBO-2   PHG3460   20   7 
S59DXX-2   PHG3030   4.4  5 
SAMTNM     PHG5830   89   22 
SC5MVZ-4   PHG9230   15   2 
SEA        PHG6550   39   209 
SEDRO      PHG5470   28   23 
SEXTON     PHG5830   89   50 
SHAFER     PHG6850   110  53 
SHASTA     PHG5800   75   29 
SHEPRD     PHG6910   124  121 
SIGNAL     PHG5890   127  300 
SK2VY-3    PHG9730   85   9 
SK3BG-2    PHG1730   28   4 
SK3GA-9    PHG1730   28   4 
SK3GK-3    PHG5580   42   12 
SK5MK      PHG5460   26   29 
SK6BA-6    PHG7380   25   19 
SK6FV-1    PHG3530   24   6 
SK6GX-6    PHG5530   31   8 
SK6VA-6    PHG8560   47   14 
SK7BK      PHG4400   16   2 
SKYLIN     PHG6868   117  67 
SL1ZXK-2   PHG4100   6    4 
SL1ZXK-3   PHG7100   7.9  4 
SL3ZXH     PHG1730   28   4 
SL5ZO      PHG3240   9.2  5 
SLIDE      PHG7830   106  115 
SM5LBR-2   PHG5430   22   13 
SM6JOC-5   PHG5360   18   24 
SM7FGG-1   PHG0000   0    0 
SNJUAN     PHG6470   31   45 
SNOBNK     PHG7930   150  74 
SOMTN      PHG6860   117  300 
SP2UV-15   PHG4420   19   8 
SP3QDM-2   PHG7370   23   6 
SP5MG-15   PHG5490   31   32 
SP9UUC-2   PHG3390   17   16 
SQ5SPT-5   PHG2400   12   27 
SQ7FZR     PHG7397   26   13 
SR1DCZ     PHG3460   20   6 
SR2DBZ     PHG3360   14   16 
SR2DDU     PHG3460   20   6 
SR2DTU     PHG2440   15   5 
SR3DGT-15  PHG2640   30   16 
SR3DPN     PHG4480   26   28 
SR8DSO     PHG3640   36   13 
STLWTQ     PHG3500   20   11 
STLWTR     PHG3500   20   11 
STN4907    PHG3630   34   77 
SULTAN     PHG4453   22   51 
SUMAS      PHG2810   50   95 
SV1ATS-11  PHG3740   52   215 
SV1CPO-11  PHG5320   15   37 
SV1GCB-10  PHG4730   56   42 
SV1GCB-11  PHG4730   56   42 
SV1RD-11   PHG3460   20   3 
SV1XY-11   PHG2398   14   2 
SV2BNL-11  PHG7850   119  298 
SV2BNL-12  PHG6870   124  298 
SV2DCD-11  PHG6930   139  296 
SV2IHE-11  PHG2760   47   201 
SV3BEF-10  PHG3360   14   7 
SV3BSF-11  PHG4330   14   27 
SV4BHA-11  PHG2840   60   228 
SV4BHA-12  PHG2840   60   237 
SV4FHH-11  PHG4280   13   43 
SV6AQV-11  PHG6990   196  300 
SV7FDG-11  PHG7770   94   180 
SV8BUS-11  PHG2110   4.5  6 
SV8DTL-11  PHG2890   80   23 
SV9FBM-11  PHG2698   40   19 
SZ1GRC-11  PHG3740   52   6 
SZ1RKE     PHG3830   69   182 
SZ1RKE-10  PHG5830   89   300 
SZ1RKE-11  PHG3830   69   277 
SZ1RKE-12  PHG3830   69   182 
SZ2EDE-12  PHG3960   117  279 
SZ4THE     PHG2840   60   131 
TAOSKI     PHG4730   56   9 
TESQUE     PHG5930   127  95 
TIGER      PHG3860   82   275 
TOLGAT     PHG5630   45   13 
TOULON     PHG7600   44   3 
TRACE7-5   PHG3340   13   2 
TRACE7-6   PHG3230   8.7  8 
TUCARI     PHG6630   49   9 
TUCSON     PHG7150   10   45 
TWFID      PHG5630   45   11 
UQA        PHG5630   45   221 
UWBY       PHG5560   37   164 
V5BAB-11   PHG5460   26   26 
V7MOT-14   PHG5850   100  72 
VA2LEC-3   PHG5690   63   7 
VA2RCH-3   PHG5690   63   9 
VA2ZGB-3   PHG5830   89   10 
VA3BAL     PHG5650   50   97 
VA3DDB-10  PHG6430   24   32 
VA3FOY     PHG4661   47   3 
VA3HAL     PHG5650   50   5 
VA3KMS     PHG6330   17   4 
VA3LDN     PHG5340   16   14 
VA3OPS     PHG4430   20   6 
VA3ROG     PHG5530   31   29 
VA3RVD-10  PHG6460   29   9 
VA3SSF     PHG4530   28   13 
VA6JAC     PHG5260   13   1 
VA7DJS-2   PHG3100   5.2  6 
VA7MK      PHG3030   4.4  1 
VE1AAQ     PHG5460   26   5 
VE1AEH     PHG5366   18   7 
VE1ARC     PHG5230   11   3 
VE1EXP     PHG5460   26   1 
VE1GPS     PHG5630   45   2 
VE1MTT     PHG5460   26   15 
VE1QRZ     PHG5530   31   4 
VE1TPL     PHG5460   26   2 
VE1TRO     PHG5460   26   12 
VE2BNE-3   PHG5460   26   4 
VE2RAK-3   PHG5360   18   3 
VE2RAW-3   PHG5730   63   142 
VE2RCL-3   PHG5890   127  70 
VE2RHP-3   PHG5390   22   15 
VE2RIO-3   PHG5630   45   106 
VE2RLJ-3   PHG5530   31   34 
VE2RLT-3   PHG5890   127  182 
VE2RNE-3   PHG5200   9.5  3 
VE2ROW-3   PHG5560   37   27 
VE2RPL-3   PHG5890   127  62 
VE2RQM-3   PHG5690   63   51 
VE2RSQ-3   PHG5690   63   47 
VE2RT3     PHG6440   26   62 
VE2RTA-3   PHG5630   45   73 
VE2RTS-3   PHG6440   26   62 
VE2RYE-3   PHG5790   89   58 
VE3BAY     PHG6460   29   6 
VE3FCG     PHG2340   10   7 
VE3IWJ     PHG5580   42   29 
VE3KCR     PHG7640   56   35 
VE3LGH     PHG0000   0    0 
VE3LSR     PHG5530   31   25 
VE3PGC     PHG4567   33   9 
VE3RPT     PHG4641   42   57 
VE3UEL     PHG3120   5.8  1 
VE3UPS     PHG6700   58   15 
VE3VWD     PHG4520   26   51 
VE3WWD     PHG8430   28   3 
VE3YAP     PHG5760   75   200 
VE3ZRD     PHG3220   8.2  6 
VE4ARM-3   PHG5360   18   1 
VE4BRC-3   PHG5360   18   10 
VE4GIL-3   PHG6590   49   27 
VE4PTG-3   PHG5360   18   2 
VE4SMA-3   PHG5530   31   4 
VE4UB-3    PHG6220   11   7 
VE5ADR-4   PHG5850   100  5 
VE5RHF     PHG4460   23   11 
VE5YR-4    PHG6460   29   1 
VE6AA      PHG3330   12   10 
VE6AO-1    PHG7360   22   32 
VE6BNF     PHG2930   80   45 
VE6FAR-1   PHG3900   82   54 
VE6FAR-2   PHG3860   82   23 
VE6FAR-3   PHG3930   98   36 
VE6GAB     PHG2810   50   31 
VE6GC-10   PHG3840   73   47 
VE6IPH     PHG3330   12   2 
VE6LFM-14  PHG5180   10   25 
VE6WRT     PHG2810   50   8 
VE7DIE-11  PHG5660   53   117 
VE7DIE-14  PHG1000   2.1  5 
VE7FGC-10  PHG4900   95   126 
VE7IPB-10  PHG5730   63   100 
VE7KNP     PHG2930   80   11 
VE7KU-15   PHG2830   56   17 
VE7MST     PHG2830   56   4 
VE7ONE     PHG5660   53   92 
VE7PAC-11  PHG3950   110  53 
VE7PAC-12  PHG5950   142  91 
VE7PAC-4   PHG2960   95   38 
VE7PNR     PHG2930   80   21 
VE7RES     PHG5890   127  25 
VE7RFF     PHG6460   29   2 
VE7RNA-15  PHG1800   33   20 
VE7RNL-10  PHG5950   142  112 
VE7RPI-10  PHG5860   106  8 
VE7RSJ     PHG5660   53   7 
VE7RWT     PHG2830   56   18 
VE7SFU-10  PHG3600   29   59 
VE7SLC-7   PHG5508   26   34 
VE7TUX     PHG5030   5.6  1 
VE7YNP     PHG2930   80   8 
VE9GFI-2   PHG4590   40   7 
VE9GPS     PHG5230   11   1 
VE9WRC     PHG5460   26   1 
VIC        PHG7700   63   2 
VIRGPK     PHG7700   63   29 
VK2AMW-1   PHG5830   89   61 
VK2JPJ-1   PHG5750   71   70 
VK2RO-1    PHG5460   26   3 
VK2TSB-15  PHG5730   63   29 
VK3APC-7   PHG2110   4.5  16 
VK3AYM-9   PHG2110   4.5  17 
VK3CQE-1   PHG4182   9.5  1 
VK3CV-1    PHG5714   56   96 
VK3FRS-7   PHG2110   4.5  19 
VK3HJQ-1   PHG4160   8.4  2 
VK3JFK-1   PHG5700   53   25 
VK3MY-2    PHG7538   37   86 
VK3RAW-1   PHG5630   45   16 
VK3RBU-1   PHG5530   31   11 
VK3REB-1   PHG5600   37   8 
VK3RGI-1   PHG5612   40   10 
VK3RGR-1   PHG5616   40   10 
VK3RLE-1   PHG5620   42   3 
VK3RMD-1   PHG5624   42   87 
VK3RMG-1   PHG5630   45   3 
VK3RMK-1   PHG5627   42   2 
VK3RON-1   PHG5330   15   1 
VK3RPA-7   PHG2110   4.5  4 
VK3RPG-2   PHG5728   60   15 
VK3SSS-1   PHG4130   7.1  5 
VK3WRM-1   PHG5493   31   5 
VK3ZV-1    PHG5630   45   11 
VK4GME-3   PHG6520   32   29 
VK5RMB-1   PHG5440   23   23 
VK5RNE-1   PHG5220   10   25 
VK5RSC-1   PHG5750   71   47 
VK7HIL-1   PHG5540   33   26 
VK7HSE     PHG5090   7.9  11 
VK7XRN-1   PHG7500   31   26 
VK7XRN-2   PHG5500   26   20 
VK7XRN-3   PHG5500   26   20 
VY1RPM     PHG7211   11   2 
VY2CFB     PHG5330   15   2 
VY2EKR     PHG4430   20   1 
VY2TPH     PHG5460   26   15 
W0BJI-2    PHG6430   24   1 
W0BOB-3    PHG5260   13   4 
W0GKP-10   PHG7460   31   16 
W0GS-1     PHG6350   19   5 
W0HDD-1    PHG3732   49   72 
W0HL-10    PHG7380   25   4 
W0MI-2     PHG5560   37   9 
W0MI-3     PHG5560   37   4 
W0MXW-1    PHG6460   29   16 
W0NE       PHG6530   34   40 
W0PC-15    PHG7680   70   85 
W0PMW-1    PHG7370   23   6 
W0SV-3     PHG7560   44   13 
W1AAA-15   PHG7560   44   115 
W1CAR-1    PHG3760   58   82 
W1EMA-5    PHG3030   4.4  1 
W1GTT-15   PHG7560   44   130 
W1KFR-1    PHG5490   31   34 
W1KRU-2    PHG5660   53   205 
W1LH-10    PHG5630   45   12 
W1LH-9     PHG6656   55   17 
W1NLC-15   PHG5220   10   5 
W1PIG      PHG3690   49   69 
W1PIG-5    PHG5760   75   57 
W1SP-15    PHG9360   25   15 
W1TOM-15   PHG7730   75   243 
W1YK       PHG7490   37   134 
W2AEE      PHG5430   22   68 
W2DAN-15   PHG7560   44   86 
W2DOC-9    PHG7360   22   15 
W2GWY-2    PHG5400   18   9 
W2ICZ-2    PHG5430   22   32 
W2LRC-10   PHG3510   21   47 
W2RGI      PHG5850   100  156 
W3BW-15    PHG6330   17   22 
W3CE-3     PHG7474   33   40 
W3EXW      PHG7480   35   29 
W3GXT-2    PHG5330   15   50 
W3GXT-3    PHG3130   6.2  5 
W3ND-2     PHG5330   15   15 
W3SK       PHG7430   26   81 
W3UD-3     PHG2560   23   48 
W4ACS-10   PHG5460   26   99 
W4AP-7     PHG4400   16   24 
W4AQL      PHG7470   33   101 
W4DFU-10   PHG5490   31   10 
W4FXO-3    PHG6870   124  206 
W4GPS-7    PHG5630   45   62 
W4GR       PHG5260   13   13 
W4HSO-11   PHG7460   31   113 
W4IAX-7    PHG7430   26   8 
W4IZ-1     PHG6460   29   20 
W4JBB-7    PHG7570   47   19 
W4LAW-3    PHG5830   89   119 
W4LAW-6    PHG5630   45   22 
W4NAS-1    PHG5370   20   12 
W4NHV-9    PHG9690   85   97 
W4NN-1     PHG5470   28   16 
W4NQ-7     PHG3630   34   13 
W4OKW-1    PHG2330   10   8 
W4OT-3     PHG7560   44   33 
W4OZK-7    PHG7730   75   130 
W4SBO-7    PHG5630   45   63 
W5AC-2     PHG5460   26   14 
W5BRR-7    PHG1470   12   20 
W5CDM-1    PHG9550   47   16 
W5DCR-3    PHG5660   53   290 
W5EEY-11   PHG6340   18   6 
W5ENJ      PHG5633   45   9 
W5ENL      PHG5633   45   10 
W5GB-2     PHG4357   16   4 
W5GDC-15   PHG5430   22   172 
W5HTK-3    PHG6460   29   12 
W5KS-3     PHG6460   29   18 
W5KS-5     PHG6460   29   22 
W5LCC-3    PHG9240   16   44 
W5LCE-3    PHG9240   16   6 
W5MAY-1    PHG6440   26   8 
W5MAY-2    PHG6440   26   8 
W5MRC-15   PHG5530   31   137 
W5NGU-3    PHG5530   31   159 
W5NVH-10   PHG5550   35   50 
W5OCC-3    PHG9240   16   44 
W5PDO-1    PHG5760   75   73 
W5RRR-7    PHG1470   12   20 
W5UK-9     PHG6660   58   31 
W5VQG-2    PHG2060   4.2  1 
W5YD-3     PHG7370   23   10 
W6APA      PHG7690   75   175 
W6ARE-5    PHG6730   69   46 
W6CO-5     PHG2736   40   57 
W6CX-3     PHG7550   42   157 
W6JPL-2    PHG5580   42   170 
W6JRR-1    PHG3020   4.1  3 
W6PKT-10   PHG5720   60   11 
W6PVG-3    PHG5380   21   18 
W6SCE-10   PHG6960   165  300 
W6SCE-11   PHG6960   165  295 
W7AI       PHG7190   13   48 
W7CLN-2    PHG5140   8.4  2 
W7DXJ-1    PHG7320   17   10 
W7EOT-14   PHG5850   100  72 
W7HDO-10   PHG5750   71   64 
W7MOT-1    PHG9210   13   53 
W7MOT-14   PHG5850   100  72 
W7MOT-3    PHG5880   119  179 
W7SIX-10   PHG5660   53   149 
W7VJD-10   PHG7810   94   30 
W7VNJ-5    PHG6730   69   10 
W8AKR      PHG7770   94   128 
W8AKR-2    PHG6540   36   63 
W8AN       PHG5270   14   14 
W8EUP-15   PHG5560   37   12 
W8FT-2     PHG6610   43   40 
W8GK-5     PHG6460   29   9 
W8MAI-15   PHG7360   22   21 
